,JOB_MATCH,S_NAME,S_AGE,S_GENDER,S_EDUCATION,S_UNDERSTANDING_COMM,S_GETTING_ALONG_PEOPLE,S_LIFE_ACT_HOUSE,S_LIFE_ACT_WORK,S_PARTICIPATE_SOCIETY,S_PREV_EMP,S_TOTAL_EXPERIENCE,JOB_DESCRIPTION,J_LANGUAGE,J_COMMUNICATION,J_PROB_SOLVE,J_ATTEN_VIGIL,J_ADAPT_INTERACT
2477,Y,Biren Biyani C,28.0,Male,High School,3.0,2.0,2.0,3.0,2.0,2.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2478,Y,Balaji Karnik C,41.0,Male,High School,3.0,2.0,2.0,3.0,2.0,2.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2479,Y,Jaswant Bhai Chohan C,41.0,Male,High School,3.0,2.0,2.0,3.0,2.0,1.0,8.0,Super Market Shelf Maintenance,N,N,N,N,Y
2480,Y,Kalyan Mand C,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,1.0,8.0,Super Market Shelf Maintenance,N,N,N,N,Y
2481,Y,Naseer Pratap Deo C,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,1.0,8.0,Super Market Shelf Maintenance,N,N,N,N,Y
2482,Y,Akhil Khalsa C,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,3.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2483,Y,Vijay Swaminathan C,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,3.0,Super Market Shelf Maintenance,N,N,N,N,Y
2484,Y,Raghavan Bhai Nadkarni C,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2485,Y,Atul Prasad Nagarajan C,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2486,Y,Jawahar Pranay Sagar C,38.0,Male,Undergraduation,2.0,3.0,1.0,2.0,2.0,1.0,11.0,Super Market Shelf Maintenance,N,N,N,N,Y
2487,Y,Faisal Somani C,38.0,Male,High School,2.0,3.0,1.0,3.0,2.0,0.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2488,Y,Arun Hari C,38.0,Male,High School,2.0,3.0,2.0,3.0,2.0,0.0,2.0,Super Market Shelf Maintenance,N,N,N,N,Y
2489,Y,Mohan Lal Prasad C,38.0,Male,High School,3.0,3.0,2.0,2.0,2.0,0.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2490,Y,Ehsaan Raj Sha C,40.0,Male,High School,3.0,3.0,2.0,2.0,2.0,5.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2491,Y,Moti Raj Hegde C,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,6.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2492,Y,Devendra Nagy C,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2493,Y,"Aniruddh Nawab, Ganesan C",40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2494,Y,Qabool Iyengar C,28.0,Male,High School,3.0,3.0,2.0,2.0,1.0,3.0,3.0,Super Market Shelf Maintenance,N,N,N,N,Y
2495,Y,Rupesh Wagle C,21.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,3.0,Super Market Shelf Maintenance,N,N,N,N,Y
2496,Y,Kalpit Bhai Lata C,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2497,Y,Radhe Raj Bera C,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2498,Y,Aisha Kothari C,44.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2499,Y,Naina Jack Rattan C,50.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,8.0,Super Market Shelf Maintenance,N,N,N,N,Y
2500,Y,Bagwati Narayan C,23.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,3.0,Super Market Shelf Maintenance,N,N,N,N,Y
2501,Y,Pooja Qabeel Mander C,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2502,Y,Alpa Munaf Ganguly C,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2503,Y,Astha Ganesan C,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2504,Y,Amrita Anand Manda C,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,Super Market Shelf Maintenance,N,N,N,N,Y
2505,Y,Jyoti Sarna C,28.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2506,Y,Bhaagyasree Shere C,21.0,Male,High School,2.0,2.0,2.0,2.0,1.0,3.0,2.0,Super Market Shelf Maintenance,N,N,N,N,Y
2507,Y,Krishna Hayre C,47.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2508,Y,Trishana Mahal C,21.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,2.0,Super Market Shelf Maintenance,N,N,N,N,Y
2509,Y,Divya Narayan C,48.0,Male,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2510,Y,Shanti Rajagopalan C,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2511,Y,Nitika Mukund Dalal C,45.0,Female,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2512,Y,Vineeta Somnath Sachdev C,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,11.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2513,Y,Lalita More C,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2514,Y,Kalyani Narang C,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2515,Y,Padama Aggarwal C,26.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Super Market Shelf Maintenance,N,N,N,N,Y
2516,Y,Binita Lanka C,45.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,1.0,8.0,Super Market Shelf Maintenance,N,N,N,N,Y
2517,Y,Nancy More C,40.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,7.0,Super Market Shelf Maintenance,N,N,N,N,Y
2518,Y,Nupoor Vala C,40.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,5.0,Super Market Shelf Maintenance,N,N,N,N,Y
2519,Y,Devika Aarif Dora C,34.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,5.0,Super Market Shelf Maintenance,N,N,N,N,Y
2520,Y,Bhairavi Brock Hari C,40.0,Female,High School,2.0,3.0,1.0,2.0,2.0,2.0,4.0,Super Market Shelf Maintenance,N,N,N,N,Y
2521,Y,Rachel Pranay Naidu C,47.0,Female,High School,2.0,3.0,1.0,2.0,2.0,2.0,6.0,Super Market Shelf Maintenance,N,N,N,N,Y
2522,Y,AB Anusha Math,29.0,Female,Undergraduation,2.0,3.0,1.0,3.0,2.0,2.0,5.0,Marketing ,Y,Y,N,N,N
2523,Y,AB Sonali chandra,33.0,Female,Undergraduation,2.0,3.0,3.0,2.0,1.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2524,Y,AB Mayank Kuruvilla,34.0,Male,Undergraduation,2.0,2.0,3.0,2.0,1.0,3.0,3.0,Marketing ,Y,Y,N,N,N
2525,Y,AB Lata Zaad Buch,26.0,Female,Undergraduation,1.0,1.0,1.0,2.0,2.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2526,Y,AB Kamini Ekbal Bedi,26.0,Female,Undergraduation,1.0,1.0,1.0,1.0,2.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2527,Y,AB Amita Nigam,29.0,Female,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,1.0,Marketing ,Y,Y,N,N,N
2528,Y,AB Jasminder Jacob,20.0,Female,High School,2.0,2.0,2.0,3.0,2.0,1.0,1.0,Marketing ,Y,Y,N,N,N
2529,Y,AB Nutan Vikas,31.0,Female,Undergraduation,2.0,2.0,3.0,3.0,2.0,13.0,6.0,Marketing ,Y,Y,N,N,N
2530,Y,AB Richa Chaddar,31.0,Female,Undergraduation,2.0,3.0,3.0,2.0,2.0,3.0,6.0,Marketing ,Y,Y,N,N,N
2531,Y,AB Riwika Patel,21.0,Female,High School,2.0,3.0,4.0,2.0,2.0,3.0,2.0,Marketing ,Y,Y,N,N,N
2532,Y,AB Vani Sundar,24.0,Female,Undergraduation,2.0,1.0,1.0,1.0,2.0,0.0,2.0,Marketing ,Y,Y,N,N,N
2533,Y,AB Vairali Sundaresan,22.0,Female,Undergraduation,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Marketing ,Y,Y,N,N,N
2534,Y,AB Sujatha rathinam,22.0,Female,Undergraduation,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Marketing ,Y,Y,N,N,N
2535,Y,AB Jitendranath V,24.0,Male,Undergraduation,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Marketing ,Y,Y,N,N,N
2536,Y,AB Vandhani Vijay,25.0,Female,Post Graduation,2.0,1.0,2.0,1.0,2.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2537,Y,AB Vasuda Bala,25.0,Female,Post Graduation,2.0,1.0,2.0,1.0,1.0,4.0,3.0,Marketing ,Y,Y,N,N,N
2538,Y,AB Balambika Jayam,24.0,Female,Undergraduation,2.0,1.0,2.0,1.0,1.0,4.0,2.0,Marketing ,Y,Y,N,N,N
2539,Y,AB Vagheswari,25.0,Female,Undergraduation,1.0,2.0,1.0,1.0,1.0,4.0,3.0,Marketing ,Y,Y,N,N,N
2540,Y,AB Baghya Pradha,24.0,Female,Undergraduation,1.0,2.0,1.0,1.0,1.0,4.0,3.0,Marketing ,Y,Y,N,N,N
2541,Y,AB Raji Raman X,24.0,Female,High School,2.0,3.0,2.0,2.0,2.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2542,Y,AB Lakshmi Vasantham X,28.0,Female,High School,2.0,3.0,2.0,2.0,1.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2543,Y,AB Vasanthi Vijay X,32.0,Female,Undergraduation,2.0,3.0,2.0,2.0,1.0,3.0,3.0,Marketing ,Y,Y,N,N,N
2544,Y,AB Pradeepan  X,19.0,Male,High School,2.0,3.0,2.0,2.0,1.0,3.0,2.0,Marketing ,Y,Y,N,N,N
2545,Y,AB Menaka Ravi X,24.0,Female,Undergraduation,2.0,3.0,2.0,2.0,1.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2546,Y,AB Suleka Raju X,24.0,Female,Undergraduation,2.0,3.0,2.0,2.0,1.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2547,Y,AB Chitra Babu X,24.0,Female,Undergraduation,2.0,3.0,2.0,2.0,1.0,2.0,2.0,Marketing ,Y,Y,N,N,N
2548,Y,AB Manoshi Gupta X,28.0,Female,High School,2.0,2.0,1.0,1.0,2.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2549,Y,AB Ravi Kurram X,18.0,Male,High School,2.0,2.0,1.0,1.0,2.0,2.0,4.0,Marketing ,Y,Y,N,N,N
2550,Y,AB Mala Pillai X,19.0,Female,High School,1.0,2.0,1.0,1.0,2.0,2.0,2.0,Marketing ,Y,Y,N,N,N
2551,Y,AB Rose Ramani X,20.0,Female,Undergraduation,1.0,2.0,1.0,1.0,1.0,2.0,4.0,Marketing ,Y,Y,N,N,N
2552,Y,AB Velvizhi Iyer X,20.0,Female,High School,1.0,2.0,1.0,1.0,1.0,2.0,4.0,Marketing ,Y,Y,N,N,N
2553,Y,AB Virat Pratap Nadkarni X,30.0,Male,Undergraduation,2.0,2.0,3.0,2.0,2.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2554,Y,AB Manpreet Date X,31.0,Male,Undergraduation,2.0,2.0,3.0,2.0,2.0,1.0,5.0,Marketing ,Y,Y,N,N,N
2555,Y,AB Amir Meda X,32.0,Male,Undergraduation,2.0,2.0,3.0,2.0,2.0,1.0,6.0,Marketing ,Y,Y,N,N,N
2556,Y,AB Pradeep Kumar Sarna X,33.0,Male,High School,2.0,2.0,3.0,2.0,2.0,1.0,6.0,Marketing ,Y,Y,N,N,N
2557,Y,AB Atul Pratap Brahmbhatt X,34.0,Male,High School,2.0,2.0,2.0,2.0,2.0,1.0,7.0,Marketing ,Y,Y,N,N,N
2558,Y,AB Baalkrishan Kumar Mann X,28.0,Male,High School,2.0,2.0,2.0,2.0,3.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2559,Y,AB Suresh Sid Pradhan X,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,1.0,5.0,Marketing ,Y,Y,N,N,N
2560,Y,AB Lalit Jamshed Meka X,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,3.0,10.0,Marketing ,Y,Y,N,N,N
2561,Y,AB Satish Singh Kata X,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,1.0,6.0,Marketing ,Y,Y,N,N,N
2562,Y,AB Vijay Pravin Sarma X,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Marketing ,Y,Y,N,N,N
2563,Y,AB Umesh Naik C,28.0,Male,High School,2.0,2.0,2.0,2.0,3.0,3.0,4.0,Marketing ,Y,Y,N,N,N
2564,Y,AB Vijay Swaminathan C,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,3.0,Marketing ,Y,Y,N,N,N
2565,Y,AB Satish Lal Srinivasan X,28.0,Male,Undergraduation,2.0,1.0,1.0,1.0,2.0,1.0,3.0,Marketing ,Y,Y,N,N,N
2566,Y,AB Habib Ramesh C,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,2.0,0.0,1.0,Marketing ,Y,Y,N,N,N
2567,Y,AB Naseer Ram C,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,1.0,0.0,1.0,Marketing ,Y,Y,N,N,N
2568,Y,AB Manpreet Morar C,28.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,0.0,4.0,Marketing ,Y,Y,N,N,N
2569,Y,AB Gauransh Prasad Desh,28.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,6.0,4.0,Marketing ,Y,Y,N,N,N
2570,Y,AB Jagat Swamy C,26.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2571,Y,AB Lalit Chander C,28.0,Male,Undergraduation,1.0,2.0,1.0,2.0,1.0,2.0,12.0,Marketing ,Y,Y,N,N,N
2572,Y,AB Naval Jacob C,28.0,Male,Undergraduation,1.0,2.0,2.0,2.0,1.0,3.0,8.0,Marketing ,Y,Y,N,N,N
2573,Y,AB Binoya Rao Soni C,28.0,Male,Undergraduation,1.0,3.0,3.0,2.0,1.0,3.0,7.0,Marketing ,Y,Y,N,N,N
2574,Y,AB Aatif Oak C,23.0,Male,Undergraduation,1.0,3.0,3.0,1.0,1.0,0.0,15.0,Marketing ,Y,Y,N,N,N
2575,Y,AB Padmini Pravin Mall C,28.0,Female,High School,2.0,2.0,1.0,1.0,3.0,0.0,3.0,Marketing ,Y,Y,N,N,N
2576,Y,AB Leelawati Dada C,28.0,Male,High School,2.0,2.0,2.0,1.0,1.0,0.0,11.0,Marketing ,Y,Y,N,N,N
2577,Y,AB Amolika Ratan Talwar C,28.0,Female,High School,2.0,2.0,1.0,1.0,1.0,4.0,10.0,Marketing ,Y,Y,N,N,N
2578,Y,AB Esha Tripathi C,26.0,Male,High School,2.0,2.0,2.0,1.0,1.0,6.0,1.0,Marketing ,Y,Y,N,N,N
2579,Y,AB Sona Mitter C,23.0,Female,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2580,Y,AB Heena Puri C,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2581,Y,AB Nikita Seshadri C,25.0,Female,High School,1.0,2.0,1.0,2.0,1.0,3.0,4.0,Marketing ,Y,Y,N,N,N
2582,Y,AB Padama Darpan Pal C,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2583,Y,AB Vineeta Varma C,25.0,Female,High School,1.0,1.0,1.0,2.0,2.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2584,Y,AB Nandini Savant C,25.0,Male,High School,1.0,1.0,1.0,3.0,1.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2585,Y,AB Upasana Sarna C,25.0,Male,High School,1.0,1.0,2.0,3.0,1.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2586,Y,AB Nalini Jobin Dar C,25.0,Female,High School,1.0,1.0,1.0,3.0,1.0,2.0,3.0,Marketing ,Y,Y,N,N,N
2587,Y,AB Bagwati Narayan C,23.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,3.0,Marketing ,Y,Y,N,N,N
2588,Y,AB Nancy Konda V,23.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,3.0,Marketing ,Y,Y,N,N,N
2589,Y,AB Jyoti Sarna V,28.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,4.0,Marketing ,Y,Y,N,N,N
2590,Y,AB Bhaagyasree Shere V,21.0,Male,High School,2.0,2.0,2.0,2.0,1.0,3.0,2.0,Marketing ,Y,Y,N,N,N
2591,Y,AB Trishana Mahal V,26.0,Female,Undergraduation,2.0,2.0,1.0,2.0,3.0,1.0,2.0,Marketing ,Y,Y,N,N,N
2592,Y,AB Riya Bassi C,26.0,Male,Undergraduation,1.0,2.0,1.0,1.0,2.0,0.0,1.0,Marketing ,Y,Y,N,N,N
2593,Y,AB Himani Char C,26.0,Female,Undergraduation,1.0,2.0,2.0,1.0,2.0,4.0,1.0,Marketing ,Y,Y,N,N,N
2594,Y,AB Juhi Deepesh Chowdhury C,26.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,6.0,1.0,Marketing ,Y,Y,N,N,N
2595,Y,AB Hina Kabeer Buch C,21.0,Female,High School,1.0,1.0,1.0,1.0,3.0,0.0,1.0,Marketing ,Y,Y,N,N,N
2596,Y,AB Madhu Deepesh Randhawa C,26.0,Male,High School,1.0,1.0,2.0,1.0,3.0,6.0,2.0,Marketing ,Y,Y,N,N,N
2597,Y,AB Basanti Sodhani C,22.0,Male,Undergraduation,1.0,2.0,2.0,1.0,1.0,1.0,1.0,Marketing ,Y,Y,N,N,N
2598,Y,AB Padama Aggarwal C,26.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Marketing ,Y,Y,N,N,N
2599,Y,AB Ambika Sidhu C,22.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Marketing ,Y,Y,N,N,N
2600,Y,AB Mukti Khanna C,26.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,1.0,4.0,Marketing ,Y,Y,N,N,N
2601,Y,AB Narmada Ehsaan Srinivas C,22.0,Male,High School,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Marketing ,Y,Y,N,N,N
2602,Y,AB Astha Rana C,22.0,Female,High School,1.0,1.0,1.0,2.0,2.0,2.0,1.0,Marketing ,Y,Y,N,N,N
2603,Y,AB Ritika Pradeep Mittal C,24.0,Female,Post Graduation,1.0,2.0,1.0,2.0,2.0,2.0,1.0,Marketing ,Y,Y,N,N,N
2604,Y,AB Aishwarya Ramnarine C,30.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,7.0,Marketing ,Y,Y,N,N,N
2605,Y,AB Sara Biren Khanna C,27.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,1.0,Marketing ,Y,Y,N,N,N
2606,Y,AB Bhairavi Pradhan C,27.0,Female,High School,1.0,2.0,1.0,2.0,2.0,0.0,1.0,Marketing ,Y,Y,N,N,N
2607,Y,AB Sweta Karpe C,34.0,Male,High School,1.0,2.0,1.0,2.0,2.0,0.0,5.0,Marketing ,Y,Y,N,N,N
2608,Y,AB Devika Aarif Dora C,34.0,u,High School,2.0,2.0,1.0,2.0,1.0,3.0,5.0,Marketing ,Y,Y,N,N,N
2609,Y,AB Lata Zaad Buch C,26.0,Female,Undergraduation,1.0,1.0,1.0,2.0,2.0,1.0,3.0,Teacher,N,N,Y,N,N
2610,Y,AB Namita Ratti C,39.0,Female,Undergraduation,1.0,1.0,1.0,1.0,2.0,2.0,3.0,Teacher,N,N,Y,N,N
2611,Y,AB Kamini Ekbal Bedi C,26.0,Female,Undergraduation,1.0,1.0,1.0,1.0,2.0,2.0,3.0,Teacher,N,N,Y,N,N
2612,Y,AB Neela Aadil Chana C,39.0,Female,Undergraduation,2.0,1.0,1.0,1.0,2.0,2.0,3.0,Teacher,N,N,Y,N,N
2613,Y,AB Vani jeyakumar C,24.0,Female,Undergraduation,2.0,1.0,1.0,1.0,2.0,0.0,2.0,Teacher,N,N,Y,N,N
2614,Y,AB Vairali K C,22.0,Female,Undergraduation,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Teacher,N,N,Y,N,N
2615,Y,AB Vaishnavi Janani C,40.0,Female,Undergraduation,2.0,1.0,1.0,1.0,1.0,2.0,9.0,Teacher,N,N,Y,N,N
2616,Y,AB Sujathi rathinam C,22.0,Female,Undergraduation,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Teacher,N,N,Y,N,N
2617,Y,AB Jitendram C,24.0,Male,Undergraduation,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Teacher,N,N,Y,N,N
2618,Y,AB Surya Kumari C,37.0,Female,Post Graduation,1.0,1.0,2.0,1.0,2.0,4.0,9.0,Teacher,N,N,Y,N,N
2619,Y,AB Vandhana Vijay C,25.0,Female,Post Graduation,2.0,1.0,2.0,1.0,2.0,2.0,3.0,Teacher,N,N,Y,N,N
2620,Y,AB Varna Bala C,25.0,Female,Post Graduation,2.0,1.0,2.0,1.0,1.0,4.0,3.0,Teacher,N,N,Y,N,N
2621,Y,AB Balambika C,24.0,Female,Post Graduation,2.0,1.0,2.0,1.0,1.0,4.0,2.0,Teacher,N,N,Y,N,N
2622,Y,AB Bagheswari C,25.0,Female,Undergraduation,1.0,2.0,1.0,1.0,1.0,4.0,3.0,Teacher,N,N,Y,N,N
2623,Y,AB Baghya Lakshmi C,24.0,Female,Undergraduation,1.0,2.0,1.0,1.0,1.0,4.0,3.0,Teacher,N,N,Y,N,N
2624,Y,AB Triloka varshini C,37.0,Female,Undergraduation,1.0,2.0,1.0,1.0,2.0,4.0,8.0,Teacher,N,N,Y,N,N
2625,Y,AB Suresh Sid Pradhan C,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,1.0,5.0,Teacher,N,N,Y,N,N
2626,Y,AB Lalit Jamshed Meka C,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,3.0,10.0,Teacher,N,N,Y,N,N
2627,Y,AB Satish Singh Kata C,33.0,Male,Undergraduation,1.0,2.0,2.0,1.0,2.0,1.0,6.0,Teacher,N,N,Y,N,N
2628,Y,AB Abhinav Bhai Gagrani C,35.0,Male,Undergraduation,2.0,2.0,2.0,1.0,2.0,2.0,9.0,Teacher,N,N,Y,N,N
2629,Y,AB Vijay Pravin Sarma C,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Teacher,N,N,Y,N,N
2630,Y,AB Vijay Swaminathan C,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,3.0,Teacher,N,N,Y,N,N
2631,Y,AB Raghavan Bhai Nadkarni C,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,Teacher,N,N,Y,N,N
2632,Y,AB Atul Prasad Nagarajan C,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,Teacher,N,N,Y,N,N
2633,Y,AB Atul Majumdar C,40.0,Male,Undergraduation,1.0,3.0,1.0,2.0,2.0,1.0,6.0,Teacher,N,N,Y,N,N
2634,Y,AB Bahadur Pratap Dixit C,40.0,Male,Undergraduation,1.0,3.0,1.0,2.0,2.0,1.0,6.0,Teacher,N,N,Y,N,N
2635,Y,AB Jawahar Pranay Sagar C,38.0,Male,Undergraduation,2.0,3.0,1.0,2.0,2.0,1.0,11.0,Teacher,N,N,Y,N,N
2636,Y,AB Rahim Dev Sangha C,38.0,Male,Undergraduation,2.0,3.0,1.0,1.0,2.0,1.0,8.0,Teacher,N,N,Y,N,N
2637,Y,AB Satish Lal Srinivasan C,28.0,Male,Undergraduation,2.0,1.0,1.0,1.0,2.0,1.0,3.0,Teacher,N,N,Y,N,N
2638,Y,AB Baldev Tank C,38.0,Male,Undergraduation,1.0,1.0,2.0,1.0,2.0,11.0,8.0,Teacher,N,N,Y,N,N
2639,Y,AB Habib Ramesh C,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,2.0,0.0,1.0,Teacher,N,N,Y,N,N
2640,Y,AB Raghavan Dev Seshadri C,38.0,Male,Undergraduation,1.0,1.0,2.0,1.0,1.0,0.0,9.0,Teacher,N,N,Y,N,N
2641,Y,AB Naseer Ram C,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,1.0,0.0,1.0,Teacher,N,N,Y,N,N
2642,Y,AB Manpreet Morar C,28.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,0.0,4.0,Teacher,N,N,Y,N,N
2643,Y,AB Chinmay Kumar Vasa C,38.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,4.0,3.0,Teacher,N,N,Y,N,N
2644,Y,AB Satishwar Elias Apte C,38.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,1.0,3.0,Teacher,N,N,Y,N,N
2645,Y,AB Gauransh Prasad Deshpande C,28.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,6.0,4.0,Teacher,N,N,Y,N,N
2646,Y,AB Baber Palla C,40.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,1.0,7.0,Teacher,N,N,Y,N,N
2647,Y,AB Jagat Swamy C,26.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,3.0,Teacher,N,N,Y,N,N
2648,Y,AB Manish Lanka C,44.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,7.0,Teacher,N,N,Y,N,N
2649,Y,AB Lalit Chander C,28.0,Male,Undergraduation,1.0,2.0,1.0,2.0,1.0,2.0,12.0,Teacher,N,N,Y,N,N
2650,Y,AB Naval Jacob C,28.0,Male,Undergraduation,1.0,2.0,2.0,2.0,1.0,3.0,8.0,Teacher,N,N,Y,N,N
2651,Y,AB Binoya Rao Soni C,28.0,Male,Undergraduation,1.0,3.0,3.0,2.0,1.0,3.0,7.0,Teacher,N,N,Y,N,N
